Transcript,Gene,GeneID,Cytoband,CopyNo,MappedReads,MappedLength,TranscriptLength,PrcntTranscriptCoverage,TotalMappedReads,TotalMappedLength
NM_020672.1,S100A14,57402,1q21.3,1.6,68,977,1045,93.49,305394,7162405
NM_018313.4,PBRM1,55193,3p21,6.4,68,251,7579,3.31,305394,7162405
NM_018165.4,PBRM1,55193,3p21,6.4,68,251,7537,3.33,305394,7162405
NM_024107.2,TMUB2,79089,17q21.31,4.5,68,352,1926,18.28,305394,7162405
NM_007114.2,TMF1,7110,3p21-p12,0.3,68,6213,6882,90.28,305394,7162405
NM_001143826.1,MAPRE2,10982,18q12.1,9.9,68,161,3121,5.16,305394,7162405
NM_181042.3,PBRM1,55193,3p21,6.4,68,251,7477,3.36,305394,7162405
NM_177441.2,TMUB2,79089,17q21.31,4.5,68,352,2427,14.5,305394,7162405
NM_014445.3,SERP1,27230,3q25.1,0.7,68,2130,3181,66.96,305394,7162405
NM_001077702.2,MIER1,57708,1p31.3,1,68,1571,3820,41.13,305394,7162405
NM_001077704.2,MIER1,57708,1p31.3,1,68,1571,3602,43.61,305394,7162405
NM_006826.2,YWHAQ,10971,2p25.1,1.5,68,1071,2166,49.45,305394,7162405
NM_181782.3,NCOA7,135112,6q22.32,0.7,68,2408,5455,44.14,305394,7162405
NM_001122842.1,NCOA7,135112,6q22.32,0.7,68,2408,5422,44.41,305394,7162405
NM_006421.3,ARFGEF1,10565,8q13,2.8,68,569,7212,7.89,305394,7162405
NM_020127.2,TUFT1,7286,1q21,1.7,68,939,3115,30.14,305394,7162405
NM_001077703.2,MIER1,57708,1p31.3,1,68,1571,3746,41.94,305394,7162405
NM_016258.2,YTHDF2,51441,1p35,3,67,524,3064,17.1,305394,7162405
NM_001172828.1,YTHDF2,51441,1p35,3,67,524,2723,19.24,305394,7162405
NM_001146110.1,MIER1,57708,1p31.3,0.5,67,3381,5633,60.02,305394,7162405
NM_012214.2,MGAT4A,11320,2q12,0.3,67,5139,8382,61.31,305394,7162405
NM_005759.4,ABI2,10152,2q33,0.7,67,2118,6489,32.64,305394,7162405
NM_016542.3,MST4,51765,Xq26.2,2.2,67,730,3341,21.85,305394,7162405
NM_001077700.2,MIER1,57708,1p31.3,0.5,67,3381,5556,60.85,305394,7162405
NM_001146112.1,MIER1,57708,1p31.3,0.5,67,3381,5591,60.47,305394,7162405
NM_001170766.1,LCOR,84458,10q24,0.7,67,2334,7793,29.95,305394,7162405
NM_022763.3,FNDC3B,64778,3q26.31,1.2,67,1351,7017,19.25,305394,7162405
NM_020948.3,MIER1,57708,1p31.3,0.5,67,3381,5630,60.05,305394,7162405
NM_001042452.1,MST4,51765,Xq26.2,2.2,67,730,2864,25.49,305394,7162405
NM_001173128.1,YTHDF2,51441,1p35,3,67,524,2830,18.52,305394,7162405
NM_001042453.1,MST4,51765,Xq26.2,2.2,67,730,3110,23.47,305394,7162405
NM_014314.3,DDX58,23586,9p12,0.5,67,3024,4759,63.54,305394,7162405
NM_001135095.1,FNDC3B,64778,3q26.31,1.2,67,1351,6944,19.46,305394,7162405
NM_001077701.2,MIER1,57708,1p31.3,0.5,67,3381,5412,62.47,305394,7162405
NM_006636.3,MTHFD2,10797,2p13.1,7,66,220,2190,10.05,305394,7162405
NM_017554.2,PARP14,54625,3q21.1,0.8,66,2018,7713,26.16,305394,7162405
NM_001079864.1,TAX1BP1,8887,7p15,4.7,66,330,3340,9.88,305394,7162405
NM_002840.3,PTPRF,5792,1p34,1.3,66,1169,7733,15.12,305394,7162405
NM_001164436.1,TMEM212,389177,3q26.31,1.6,66,973,1886,51.59,305394,7162405
NM_022977.2,ACSL4,2182,Xq22.3-q23,0.3,66,4632,5338,86.77,305394,7162405
NM_006024.5,TAX1BP1,8887,7p15,4.7,66,330,3466,9.52,305394,7162405
NM_130440.2,PTPRF,5792,1p34,1.3,66,1169,7706,15.17,305394,7162405
NM_032717.3,AGPAT9,84803,4q21.23,1.6,66,979,2534,38.63,305394,7162405
NM_001280.2,CIRBP,1153,19p13.3,4.6,66,336,1397,24.05,305394,7162405
NM_001146111.1,MIER1,57708,1p31.3,0.9,66,1631,3880,42.04,305394,7162405
NM_004458.2,ACSL4,2182,Xq22.3-q23,0.3,66,4632,5026,92.16,305394,7162405
NM_016002.2,SCCPDH,51097,1q44,1.4,66,1111,2482,44.76,305394,7162405
NM_173210.1,TGIF1,7050,18p11.3,4.1,65,371,1457,25.46,305394,7162405
NM_170695.2,TGIF1,7050,18p11.3,4.1,65,371,2064,17.97,305394,7162405
NM_005749.2,TOB1,10140,17q21,2.6,65,589,1830,32.19,305394,7162405
NM_173207.1,TGIF1,7050,18p11.3,4.1,65,371,1462,25.38,305394,7162405
NM_173208.1,TGIF1,7050,18p11.3,4.1,65,371,1496,24.8,305394,7162405
NM_024835.3,GGNBP2,79893,17q12,0.7,65,2193,2848,77,305394,7162405
NM_173209.1,TGIF1,7050,18p11.3,4.1,65,371,1370,27.08,305394,7162405
NM_003244.2,TGIF1,7050,18p11.3,4.1,65,371,1606,23.1,305394,7162405
NM_080657.4,RSAD2,91543,2p25.2,0.5,65,3163,3512,90.06,305394,7162405
NM_014911.3,AAK1,22848,2p14,0.2,65,7009,21270,32.95,305394,7162405
NM_174886.1,TGIF1,7050,18p11.3,4.1,65,371,1528,24.28,305394,7162405
NM_001018020.1,TPM1,7168,15q22.1,1.3,65,1183,1791,66.05,305394,7162405
NM_001079539.1,XBP1,7494,22q12.1,2.8,65,554,1798,30.81,305394,7162405
NM_001359.1,DECR1,1666,8q21.3,1.4,65,1059,1251,84.65,305394,7162405
NM_002858.3,ABCD3,5825,1p22-p21,2.3,65,673,3616,18.61,305394,7162405
NM_173211.1,TGIF1,7050,18p11.3,4.1,65,371,1357,27.34,305394,7162405
NM_005514.6,HLA-B,3106,6p21.3,2.6,65,595,1578,37.71,305394,7162405
NM_001030.4,RPS27,6232,1q21,4.7,65,324,361,89.75,305394,7162405
NM_001018006.1,TPM1,7168,15q22.1,1.3,65,1183,1791,66.05,305394,7162405
NM_021009.5,UBC,7316,12q24.3,0.7,64,2051,2587,79.28,305394,7162405
NM_005080.3,XBP1,7494,22q12.1,2.9,64,513,1820,28.19,305394,7162405
NM_016224.3,SNX9,51429,6q25.1-q26,2.1,64,700,4200,16.67,305394,7162405
NM_152740.3,HIBADH,11112,7p15.2,2.9,64,516,2002,25.77,305394,7162405
NM_005494.2,DNAJB6,10049,7q36.3,3.2,64,470,1568,29.97,305394,7162405
NM_001006610.1,SIAH1,6477,16q12,2.7,64,557,2385,23.35,305394,7162405
NM_022818.4,MAP1LC3B,81631,16q24.2,0.8,64,1946,2292,84.9,305394,7162405
NM_003031.3,SIAH1,6477,16q12,2.7,64,557,2003,27.81,305394,7162405
NM_025191.3,EDEM3,80267,1q25,0.5,64,2821,6635,42.52,305394,7162405
NM_005911.4,MAT2A,4144,2p11.2,4.7,64,317,2822,11.23,305394,7162405
NM_004152.2,OAZ1,4946,19p13.3,2.1,64,725,1146,63.26,305394,7162405
NM_031157.2,HNRNPA1,3178,12q13.1,3.5,63,428,1928,22.2,305394,7162405
NM_004521.2,KIF5B,3799,10p11.22,1.8,63,834,5892,14.15,305394,7162405
NM_002136.2,HNRNPA1,3178,12q13.1,3.5,63,428,1772,24.15,305394,7162405
NM_019026.3,TMCO1,54499,1q22-q25,1.5,63,964,4456,21.63,305394,7162405
NM_033429.2,CALML4,91860,15q23,0.4,63,3544,4639,76.4,305394,7162405
NM_175085.2,GART,2618,21q22.11,4.5,63,326,2195,14.85,305394,7162405
NM_198057.2,TSC22D3,1831,Xq22.3,6.3,62,231,2271,10.17,305394,7162405
NM_002970.2,SAT1,6303,Xp22.1,1.5,62,999,1067,93.63,305394,7162405
NM_001031733.2,CALML4,91860,15q23,0.4,62,3268,4498,72.65,305394,7162405
NM_001102399.1,HNRNPR,10236,1p36.12,3,62,478,2579,18.53,305394,7162405
NM_033296.1,MRFAP1,93621,4p16.1,2.2,62,666,1534,43.42,305394,7162405
NM_014674.2,EDEM1,9695,3p26.1,3.4,62,427,6162,6.93,305394,7162405
NM_001102398.1,HNRNPR,10236,1p36.12,3,62,478,2745,17.41,305394,7162405
NM_001015881.1,TSC22D3,1831,Xq22.3,6.3,62,231,1750,13.2,305394,7162405
NM_016038.2,SBDS,51119,7q11.21,3.3,62,446,1605,27.79,305394,7162405
NM_005826.3,HNRNPR,10236,1p36.12,3,62,478,2736,17.47,305394,7162405
NM_138771.3,CCDC126,90693,7p15.3,1.4,62,1072,2473,43.35,305394,7162405
NM_001018007.1,TPM1,7168,15q22.1,1.2,62,1183,1791,66.05,305394,7162405
NM_022756.4,MEAF6,64769,1p35.3-p33,3.3,62,447,2152,20.77,305394,7162405
NM_001018004.1,TPM1,7168,15q22.1,1.2,62,1183,1791,66.05,305394,7162405
NM_005582.2,CD180,4064,5q12,2.9,62,497,2718,18.29,305394,7162405
NM_004089.3,TSC22D3,1831,Xq22.3,6.3,62,231,1955,11.82,305394,7162405
NM_001102397.1,HNRNPR,10236,1p36.12,3,62,478,2570,18.6,305394,7162405
NM_004964.2,HDAC1,3065,1p34,4.1,61,346,2091,16.55,305394,7162405
NM_018110.3,DOK4,55715,16q21,4.7,61,303,2750,11.02,305394,7162405
NM_001145928.1,SAP130,79595,2q14.3,2.3,61,628,4173,15.05,305394,7162405
NM_021177.3,LSM2,57819,6p21.3,6.4,61,224,860,26.05,305394,7162405
NM_001136010.1,FXYD3,5349,19q13.12,10.1,61,142,759,18.71,305394,7162405
NM_001007595.2,C2CD4B,388125,15q22.2,6.5,61,221,1576,14.02,305394,7162405
NM_006870.3,DSTN,11034,20p12.1,1,61,1386,1614,85.87,305394,7162405
NM_015339.2,ADNP,23394,20q13.13,2.6,61,541,4713,11.48,305394,7162405
NM_181442.1,ADNP,23394,20q13.13,2.6,61,541,4538,11.92,305394,7162405
NM_030647.1,JHDM1D,80853,7q34,0.2,61,5819,9178,63.4,305394,7162405
NM_173473.2,ANAPC16,119504,10q22.1,0.7,61,2024,3198,63.29,305394,7162405
NM_144498.1,OSBPL2,9885,20q13.3,0.9,61,1613,3971,40.62,305394,7162405
NM_014835.2,OSBPL2,9885,20q13.3,0.9,61,1613,3935,40.99,305394,7162405
NM_002800.4,PSMB9,5698,6p21.3,3,61,482,1048,45.99,305394,7162405
NM_024545.3,SAP130,79595,2q14.3,2.3,61,628,4068,15.44,305394,7162405
NM_001177.3,ARL1,400,12q23.2,0.5,60,2845,3199,88.93,305394,7162405
NM_001011546.1,DSTN,11034,20p12.1,1.1,60,1262,1746,72.28,305394,7162405
NM_006575.3,MAP4K5,11183,14q11.2-q21,0.6,60,2416,4360,55.41,305394,7162405
NM_001098272.1,HMGCS1,3157,5p14-p13,2.3,60,604,3510,17.21,305394,7162405
NM_004965.6,HMGN1,3150,21q22.2,2.4,60,578,1313,44.02,305394,7162405
NM_002591.3,PCK1,5105,20q13.31,0.8,60,1827,2692,67.87,305394,7162405
NM_004162.4,RAB5A,5868,3p24-p22,3.1,60,461,2538,18.16,305394,7162405
NM_002117.4,HLA-C,3107,6p21.3,1.6,60,858,1529,56.12,305394,7162405
NM_002130.6,HMGCS1,3157,5p14-p13,2.3,60,604,3451,17.5,305394,7162405
NM_006759.3,UGP2,7360,2p14-p13,0.7,60,2088,2172,96.13,305394,7162405
NM_018672.3,ABCA5,23461,17q24.3,0.2,60,6484,9249,70.1,305394,7162405
NM_198794.1,MAP4K5,11183,14q11.2-q21,0.6,60,2416,4408,54.81,305394,7162405
NM_022735.3,ACBD3,64746,1q42.12,3,59,455,3568,12.75,305394,7162405
NM_173481.2,C19orf21,126353,19p13.3,2.5,59,544,2856,19.05,305394,7162405
NM_014685.2,HERPUD1,9709,16q13,1.3,59,1096,2181,50.25,305394,7162405
NM_001190987.1,SRSF11,9295,1p31,2.4,59,570,2789,20.44,305394,7162405
NM_004768.3,SRSF11,9295,1p31,2.4,59,570,2795,20.39,305394,7162405
NM_006471.2,MYL12A,10627,18p11.31,1.7,59,798,1233,64.72,305394,7162405
NM_001079817.1,INSR,3643,19p13.3-p13.2,2.6,59,534,9023,5.92,305394,7162405
NM_001126.2,ADSS,159,1cen-q12,2,59,694,2761,25.14,305394,7162405
NM_144778.2,MBNL2,10150,13q32.1,0.5,59,2972,4708,63.13,305394,7162405
NM_005667.2,RNF103,7844,2p11.2,4.1,59,339,3481,9.74,305394,7162405
NM_003478.3,CUL5,8065,11q22.3,0.3,59,5251,6398,82.07,305394,7162405
NM_014547.4,TMOD3,29766,15q21.1-q21.2,0.5,59,2711,4669,58.06,305394,7162405
NM_018221.3,MOBKL1B,55233,2p13.1,2.1,59,669,1336,50.07,305394,7162405
NM_002270.3,TNPO1,3842,5q13.2,0.5,59,2937,8559,34.31,305394,7162405
NM_001010989.1,HERPUD1,9709,16q13,1.3,59,1096,2178,50.32,305394,7162405
NM_001010990.1,HERPUD1,9709,16q13,1.3,59,1096,2106,52.04,305394,7162405
NM_000208.2,INSR,3643,19p13.3-p13.2,2.6,59,534,9059,5.89,305394,7162405
NM_153188.2,TNPO1,3842,5q13.2,0.5,59,2937,8546,34.37,305394,7162405
NM_018169.3,C12orf35,55196,12p11.21,0.2,59,6001,6233,96.28,305394,7162405
NM_004491.4,GRLF1,2909,19q13.3,3.2,58,425,8891,4.78,305394,7162405
NM_001037663.1,EEF1B2,1933,2q33.3,1.9,58,729,887,82.19,305394,7162405
NM_002948.2,RPL15,6138,3p24.2,1,58,1421,1994,71.26,305394,7162405
NM_006577.5,B3GNT2,10678,2p15,2.6,58,521,2752,18.93,305394,7162405
NM_002860.3,ALDH18A1,5832,10q24.3,2.3,58,588,3470,16.95,305394,7162405
NM_001682.2,ATP2B1,490,12q21.3,0.2,58,5644,6782,83.22,305394,7162405
NM_016322.3,RAB14,51552,9q32-q34.11,1.2,58,1123,4367,25.72,305394,7162405
NM_006196.3,PCBP1,5093,2p13-p12,4.8,58,281,1753,16.03,305394,7162405
NM_001001323.1,ATP2B1,490,12q21.3,0.2,58,5798,6936,83.59,305394,7162405
NM_000891.2,KCNJ2,3759,17q24.3,1.7,58,778,5389,14.44,305394,7162405
NM_001959.3,EEF1B2,1933,2q33.3,1.9,58,729,1115,65.38,305394,7162405
NM_015021.1,ZNF292,23036,6q14.3,2.8,58,481,10100,4.76,305394,7162405
NM_001017423.1,ALDH18A1,5832,10q24.3,2.3,58,588,3464,16.97,305394,7162405
NM_001080398.1,KIAA0368,23392,9q31.3,4.8,58,282,7391,3.82,305394,7162405
NM_024056.3,TMEM106C,79022,12q13.1,5.6,57,240,1521,15.78,305394,7162405
NM_021121.3,EEF1B2,1933,2q33.3,2,57,677,841,80.5,305394,7162405
NM_182517.2,C1orf210,149466,1p34.2,3.9,57,343,1478,23.21,305394,7162405
NM_015633.2,FGFR1OP2,26127,12p11.23,1.3,57,1036,3030,34.19,305394,7162405
NM_001012664.1,SLC3A2,6520,11q13,6.5,57,206,2123,9.7,305394,7162405
NM_001197.3,BIK,638,22q13.31,6.6,57,203,954,21.28,305394,7162405
NM_002394.4,SLC3A2,6520,11q13,6.5,57,206,2309,8.92,305394,7162405
NM_007276.3,CBX3,11335,7p15.2,1.1,57,1163,1814,64.11,305394,7162405
NM_000963.2,PTGS2,5743,1q25.2-q25.3,0.5,57,2537,4497,56.42,305394,7162405
NM_002710.2,PPP1CC,5501,12q24.1-q24.2,1,57,1356,2483,54.61,305394,7162405
NM_001171887.1,FGFR1OP2,26127,12p11.23,1.3,57,1036,2916,35.53,305394,7162405
NM_199262.2,SP6,80320,17q21.32,2.9,57,465,3794,12.26,305394,7162405
NM_012179.3,FBXO7,25793,22q12-q13,5.7,57,236,2153,10.96,305394,7162405
NM_001013251.1,SLC3A2,6520,11q13,6.5,57,206,1991,10.35,305394,7162405
NM_016587.2,CBX3,11335,7p15.2,1.1,57,1163,1851,62.83,305394,7162405
NM_001012661.1,SLC3A2,6520,11q13,6.5,57,206,2402,8.58,305394,7162405
NM_001012663.1,SLC3A2,6520,11q13,6.5,57,206,2216,9.3,305394,7162405
NM_001143841.1,TMEM106C,79022,12q13.1,5.6,57,240,1464,16.39,305394,7162405
NM_001012662.1,SLC3A2,6520,11q13,6.5,57,206,2312,8.91,305394,7162405
NM_001164829.1,C1orf210,149466,1p34.2,3.9,57,343,1407,24.38,305394,7162405
NM_001143843.1,TMEM106C,79022,12q13.1,5.6,57,240,1535,15.64,305394,7162405
NM_001033024.1,FBXO7,25793,22q12-q13,5.7,57,236,1758,13.42,305394,7162405
NM_007146.2,VEZF1,7716,17q22,2,57,664,4638,14.32,305394,7162405
NM_201559.2,FOXO3,2309,6q21,0.9,57,1446,7314,19.77,305394,7162405
NM_021190.2,PTBP2,58155,1p21.3,1.7,57,783,3490,22.44,305394,7162405
NM_005434.4,MALL,7851,2q13,0.6,57,2085,3065,68.03,305394,7162405
NM_001455.3,FOXO3,2309,6q21,0.9,57,1446,7341,19.7,305394,7162405
NM_004537.4,NAP1L1,4673,12q21.2,0.7,57,1887,5125,36.82,305394,7162405
NM_012118.2,CCRN4L,25819,4q31.1,3.2,57,418,1957,21.36,305394,7162405
NM_025181.2,SLC35F5,80255,2q14.1,3.4,57,395,2865,13.79,305394,7162405
NM_001143842.1,TMEM106C,79022,12q13.1,5.6,57,240,1592,15.08,305394,7162405
NM_001145104.1,SMAD3,4088,15q22.33,2.2,56,608,5441,11.17,305394,7162405
NM_033656.2,BRWD1,54014,21q22.2,0.4,56,3198,12990,24.62,305394,7162405
NM_000130.4,F5,2153,1q23,10.3,56,128,9179,1.39,305394,7162405
NM_000291.3,PGK1,5230,Xq13,1.6,56,828,2426,34.13,305394,7162405
NM_001145103.1,SMAD3,4088,15q22.33,2.2,56,608,5808,10.47,305394,7162405
NM_001135239.1,LDHA,3939,11p15.4,1.5,56,860,2039,42.18,305394,7162405
NM_005566.3,LDHA,3939,11p15.4,1.5,56,860,2213,38.86,305394,7162405
NM_181302.1,WDR20,91833,14q32.31,2.3,56,581,2235,26,305394,7162405
NM_016217.2,HECA,51696,6q23-q24,0.6,56,2219,5621,39.48,305394,7162405
NM_003144.3,SSR1,6745,6p24.3,0.2,56,6397,9861,64.87,305394,7162405
NM_004343.3,CALR,811,19p13.3-p13.2,4.3,56,304,1916,15.87,305394,7162405
NM_144574.2,WDR20,91833,14q32.31,2.3,56,581,2413,24.08,305394,7162405
NM_001136009.1,FXYD3,5349,19q13.12,5.8,56,226,843,26.81,305394,7162405
NM_003270.2,TSPAN6,7105,Xq22,0.8,56,1649,2069,79.7,305394,7162405
NM_005902.3,SMAD3,4088,15q22.33,2.2,56,608,6236,9.75,305394,7162405
NM_181308.1,WDR20,91833,14q32.31,2.3,56,581,2230,26.05,305394,7162405
NM_001165414.1,LDHA,3939,11p15.4,1.5,56,860,2310,37.23,305394,7162405
NM_080546.3,SLC44A1,23446,9q31.2,1.1,56,1190,4540,26.21,305394,7162405
NM_207304.1,MBNL2,10150,13q32.1,0.5,56,2841,4577,62.07,305394,7162405
NM_001145102.1,SMAD3,4088,15q22.33,2.2,56,608,5997,10.14,305394,7162405
NM_002748.3,MAPK6,5597,15q21,1.2,56,1123,4225,26.58,305394,7162405
NM_016289.3,CAB39,51719,2q37.1,0.9,55,1517,3833,39.58,305394,7162405
NM_022491.2,SUDS3,64426,12q24.23,0.5,55,2850,4728,60.28,305394,7162405
NM_000267.3,NF1,4763,17q11.2,0.5,55,2623,12366,21.21,305394,7162405
NM_001894.4,CSNK1E,1454,22q13.1,6.2,55,207,2646,7.82,305394,7162405
NM_032345.2,WIBG,84305,12q13.2,6.2,55,208,1231,16.9,305394,7162405
NM_005951.2,MT1H,4496,16q13,3.6,55,356,397,89.67,305394,7162405
NM_001130850.1,CAB39,51719,2q37.1,0.9,55,1517,3699,41.01,305394,7162405
NM_001143853.1,WIBG,84305,12q13.2,6.2,55,208,1092,19.05,305394,7162405
NM_001130849.1,CAB39,51719,2q37.1,0.9,55,1517,3955,38.36,305394,7162405
NM_001042492.2,NF1,4763,17q11.2,0.5,55,2623,12429,21.1,305394,7162405
NM_152221.2,CSNK1E,1454,22q13.1,6.2,55,207,2796,7.4,305394,7162405
NM_145113.1,MAX,4149,14q23,1.7,54,740,2108,35.1,305394,7162405
NM_014616.1,ATP11B,23200,3q27,0.3,54,3768,7353,51.24,305394,7162405
NM_002382.3,MAX,4149,14q23,1.7,54,740,2007,36.87,305394,7162405
NM_016628.3,WAC,51322,10p12.1,1.8,54,720,3422,21.04,305394,7162405
NM_198243.2,ASB7,140460,15q26.3,2.8,54,457,4966,9.2,305394,7162405
NM_100486.2,WAC,51322,10p12.1,1.8,54,720,3113,23.13,305394,7162405
NM_014925.3,R3HDM2,22864,12q13.3,2,54,626,3974,15.75,305394,7162405
NM_138610.2,H2AFY,9555,5q31.1,2.3,54,544,1929,28.2,305394,7162405
NM_002950.3,RPN1,6184,3q21.3,5.7,54,223,2346,9.51,305394,7162405
NM_014876.5,JOSD1,9929,22q13.1,0.4,54,3123,3435,90.92,305394,7162405
NM_177401.4,MIDN,90007,19p13.3,3.4,54,371,3797,9.77,305394,7162405
NM_004893.2,H2AFY,9555,5q31.1,2.3,54,544,1889,28.8,305394,7162405
NM_001040158.1,H2AFY,9555,5q31.1,2.3,54,544,1926,28.25,305394,7162405
NM_145112.1,MAX,4149,14q23,1.7,54,740,1980,37.37,305394,7162405
NM_001165416.1,LDHA,3939,11p15.4,1.9,54,667,2089,31.93,305394,7162405
NM_138609.2,H2AFY,9555,5q31.1,2.3,54,544,1920,28.33,305394,7162405
NM_002715.2,PPP2CA,5515,5q31.1,3.2,53,384,2643,14.53,305394,7162405
NM_001136115.1,FBXO28,23219,1q42.11,1.7,53,746,5261,14.18,305394,7162405
NM_172239.4,REXO1L1,254958,8q21.2,2.6,53,473,7032,6.73,305394,7162405
NM_172232.2,ABCA5,23461,17q24.3,0.2,53,5265,8177,64.39,305394,7162405
NM_005388.4,PDCL,5082,9q12-q13,0.7,53,1659,3085,53.78,305394,7162405
NM_032471.4,PKIB,5570,6q22.31,1.2,53,1017,1817,55.97,305394,7162405
NM_001007225.1,IGF2BP2,10644,3q27.2,2.2,53,562,3547,15.84,305394,7162405
NM_181794.1,PKIB,5570,6q22.31,1.2,53,1017,1880,54.1,305394,7162405
NM_020199.2,C5orf15,56951,5q31.1,1.1,53,1094,2285,47.88,305394,7162405
NM_181795.1,PKIB,5570,6q22.31,1.2,53,1017,1884,53.98,305394,7162405
NM_003739.4,AKR1C3,8644,10p15-p14,5.9,53,210,1224,17.16,305394,7162405
NM_012423.2,RPL13A,23521,19q13.3,2.1,53,593,1129,52.52,305394,7162405
NM_014743.2,KIAA0232,9778,4p16.1,0.2,53,5485,7860,69.78,305394,7162405
NM_001100590.1,KIAA0232,9778,4p16.1,0.2,53,5485,7776,70.54,305394,7162405
NM_006548.4,IGF2BP2,10644,3q27.2,2.2,53,562,3676,15.29,305394,7162405
NM_003980.3,MAP7,9053,6q23.3,1.5,53,847,3994,21.21,305394,7162405
NM_172128.2,CAMK2D,817,4q26,0.4,53,3473,5776,60.13,305394,7162405
NM_022566.2,MESDC1,59274,15q13,4.7,53,267,3055,8.74,305394,7162405
NM_015176.2,FBXO28,23219,1q42.11,1.7,53,746,5457,13.67,305394,7162405
NM_002106.3,H2AFZ,3015,4q24,1.8,53,696,951,73.19,305394,7162405
NM_006263.2,PSME1,5720,14q11.2,1.5,52,832,999,83.28,305394,7162405
NM_172127.2,CAMK2D,817,4q26,0.4,52,3464,5820,59.52,305394,7162405
NM_025047.2,ARL14,80117,3q25.33,2.2,52,545,1291,42.22,305394,7162405
NM_001130487.1,NDRG4,65009,16q21-q22.1,4.3,52,281,3564,7.88,305394,7162405
NM_006216.3,SERPINE2,5270,2q33-q35,1.8,52,674,2259,29.84,305394,7162405
NM_001135176.1,NEDD1,121441,12q23.1,1.6,52,741,3711,19.97,305394,7162405
NM_152905.3,NEDD1,121441,12q23.1,1.6,52,741,3964,18.69,305394,7162405
NM_006149.3,LGALS4,3960,19q13.2,1.6,52,750,1283,58.46,305394,7162405
NM_004896.3,VPS26A,9559,10q21.1,0.7,52,1637,2707,60.47,305394,7162405
NM_194291.2,TMEM65,157378,8q24.13,1,52,1234,4310,28.63,305394,7162405
NM_001221.3,CAMK2D,817,4q26,0.4,52,3464,5872,58.99,305394,7162405
NM_022910.2,NDRG4,65009,16q21-q22.1,4.3,52,281,3397,8.27,305394,7162405
NM_020465.3,NDRG4,65009,16q21-q22.1,4.3,52,281,3339,8.42,305394,7162405
NM_001135175.1,NEDD1,121441,12q23.1,1.6,52,741,3792,19.54,305394,7162405
NM_001003703.1,ATP5J,522,21q21.1,2.8,52,437,1303,33.54,305394,7162405
NM_001136530.1,SERPINE2,5270,2q33-q35,1.8,52,674,2186,30.83,305394,7162405
NM_001165415.1,LDHA,3939,11p15.4,2,52,596,1944,30.66,305394,7162405
NM_001035260.1,VPS26A,9559,10q21.1,0.7,52,1637,2564,63.85,305394,7162405
NM_001136528.1,SERPINE2,5270,2q33-q35,1.8,52,674,2256,29.88,305394,7162405
NM_001135177.1,NEDD1,121441,12q23.1,1.6,52,741,3725,19.89,305394,7162405
NM_017896.2,C20orf11,54994,20q13.33,2,51,594,4430,13.41,305394,7162405
NM_001144915.1,FGFR2,2263,10q26,1.6,51,764,3698,20.66,305394,7162405
NM_022970.3,FGFR2,2263,10q26,1.6,51,764,4647,16.44,305394,7162405
NM_172373.3,ELF1,1997,13q13,0.4,51,3313,3743,88.51,305394,7162405
NM_003826.2,NAPG,8774,18p11.22,0.8,51,1532,3718,41.2,305394,7162405
NM_001135179.1,ZDHHC3,51304,3p21.31,0.1,51,11429,12606,90.66,305394,7162405
NM_006323.2,SEC24B,10427,4q25,3.4,51,350,4649,7.53,305394,7162405
NM_000141.4,FGFR2,2263,10q26,1.6,51,764,4644,16.45,305394,7162405
NM_001118890.1,GLRX,2745,5q14,2.5,51,473,1083,43.67,305394,7162405
NM_001011885.1,BTBD1,53339,15q24,0.7,51,1810,3205,56.47,305394,7162405
NM_001042734.1,SEC24B,10427,4q25,3.4,51,350,4544,7.7,305394,7162405
NM_025238.3,BTBD1,53339,15q24,0.7,51,1810,3293,54.97,305394,7162405
NM_153345.1,TMEM139,135932,7q34,2.7,51,448,2367,18.93,305394,7162405
NM_001144917.1,FGFR2,2263,10q26,1.6,51,764,4296,17.78,305394,7162405
NM_001144918.1,FGFR2,2263,10q26,1.6,51,764,4293,17.8,305394,7162405
NM_003750.2,EIF3A,8661,10q26,0.2,51,5065,5305,95.48,305394,7162405
NM_001007073.1,RPL32,6161,3p25-p24,3.3,51,365,1754,20.81,305394,7162405
NM_182505.3,C9orf85,138241,9q21.13,3.3,51,367,1318,27.85,305394,7162405
NM_001144914.1,FGFR2,2263,10q26,1.6,51,764,3811,20.05,305394,7162405
NM_001007074.1,RPL32,6161,3p25-p24,3.3,51,365,1774,20.57,305394,7162405
NM_016598.2,ZDHHC3,51304,3p21.31,0.1,51,11429,12690,90.06,305394,7162405
NM_001144916.1,FGFR2,2263,10q26,1.6,51,764,4093,18.67,305394,7162405
NM_022776.4,OSBPL11,114885,3q21,2.6,51,455,4641,9.8,305394,7162405
NM_033023.4,PDGFA,5154,7p22,1.1,51,1088,2740,39.71,305394,7162405
NM_176783.1,PSME1,5720,14q11.2,1.2,51,1007,1174,85.78,305394,7162405
NM_000994.3,RPL32,6161,3p25-p24,3.3,51,365,1655,22.05,305394,7162405
NM_024573.1,C6orf211,79624,6q25.1,1.6,51,727,2572,28.27,305394,7162405
NM_002607.5,PDGFA,5154,7p22,1.1,51,1088,2809,38.73,305394,7162405
NM_022552.3,DNMT3A,1788,2p23,2.6,50,452,4303,10.5,305394,7162405
